1,abb,dec_2012,roe_pct,de_ratio,fcf,0,unnamed:_7,1.8225,42,59,revenue_cagr_5yr,pe_ratio,pb_ratio,dividend_yield,market_cap_cr
587,INFY,Mar 2014,21.26,27.0,23.93,0.0,1783.7778,0.8801,7262.0,2563.0,23.0,15.5699,34.0,0,9825.0
588,INFY,Mar 2015,23.2,28.0,24.39,0.0,1526.0833,0.8043,9352.0,999.0,27.0,8.8699,55.0,0,8353.0
589,INFY,Mar 2016,21.6,27.0,21.85,0.0,,0.8315,9143.0,885.0,29.0,5.3972,41.0,0,10028.0
590,INFY,Mar 2017,20.96,27.0,20.81,0.0,,0.8236,-3133.0,14664.0,31.0,6.0299,41.0,0,11531.0
591,INFY,Mar 2018,22.73,27.0,24.69,0.0,,0.8888,17751.0,4533.0,37.0,5.9672,59.0,0,13218.0
592,INFY,Mar 2019,18.64,24.0,23.73,0.0,,0.9835,14209.0,632.0,35.0,2.993,60.0,0,14841.0
593,INFY,Mar 2020,18.33,25.0,25.42,0.0708,147.4706,0.989,16672.0,331.0,39.0,3.0844,45.0,4633,17003.0
594,INFY,Mar 2021,19.33,28.0,25.44,0.0697,154.3077,0.9345,15851.0,7373.0,45.0,3.5947,59.0,5325,23224.0
595,INFY,Mar 2022,18.21,26.0,29.39,0.0726,168.93,1.0421,17400.0,6485.0,53.0,3.5915,59.0,5474,23885.0
596,INFY,Mar 2023,16.43,24.0,31.97,0.1101,133.2077,1.1779,21396.0,1071.0,58.0,3.6446,73.0,8299,22467.0
597,INFY,Mar 2024,17.08,24.0,29.79,0.0949,87.5234,1.1298,20117.0,5093.0,63.0,4.2548,,8359,25210.0
612,IRCTC,Mar 2017,15.07,21.0,29.1,0.0,127.0,0.8324,432.0,94.0,11.0,1.9675,49.0,0,338.0
613,IRCTC,Mar 2018,15.08,19.0,23.14,0.0,124.3333,0.6322,64.0,40.0,11.0,2.3875,21.0,0,24.0
618,IRCTC,Mar 2023,28.41,36.0,40.6,0.0339,89.0,0.6958,495.0,317.0,13.0,1.5488,44.0,84,812.0
619,IRCTC,Mar 2024,26.02,34.0,34.4,0.0186,82.7368,0.701,667.0,215.0,14.0,2.0187,47.0,60,882.0
636,ITC,Mar 2020,31.57,39.0,23.89,0.0042,268.6543,0.6388,8516.0,6174.0,12.0,5.3111,82.0,277,14690.0
637,ITC,Mar 2021,27.17,35.0,22.18,0.0045,338.6552,0.6678,18267.0,5740.0,11.0,4.9023,101.0,271,12527.0
638,ITC,Mar 2022,25.56,34.0,24.82,0.004,375.55,0.7856,13538.0,2238.0,12.0,5.0694,93.0,249,15776.0
639,ITC,Mar 2023,27.46,36.0,28.16,0.0044,356.4359,0.8263,13146.0,5732.0,15.0,5.5636,100.0,306,18878.0
640,ITC,Mar 2024,29.28,37.0,27.85,0.0041,362.9625,0.7723,18742.0,1563.0,16.0,5.9701,84.0,303,17179.0
664,JSWENERGY,Mar 2022,21.34,44.0,10.01,0.5135,5.3372,0.2676,1565.0,1387.0,11.0,1.0619,19.0,8943,2952.0
679,KOTAKBANK,Mar 2013,20.65,-1789.0,14.66,5.6043,1.2883,0.0936,-6157.0,9035.0,15.0,4.093,2.0,85561,2878.0
680,KOTAKBANK,Mar 2014,21.08,-1379.0,13.24,4.5031,1.333,0.0981,7938.0,1130.0,16.0,4.9569,2.0,85937,9068.0
681,KOTAKBANK,Mar 2015,23.31,-3366.0,14.01,4.7056,1.189,0.0897,-2165.0,4467.0,20.0,5.7399,2.0,104258,2302.0
682,KOTAKBANK,Mar 2016,17.27,-2263.0,10.56,5.3854,1.5109,0.0847,2672.0,2353.0,19.0,3.6384,3.0,179679,5025.0
683,KOTAKBANK,Mar 2017,22.48,-3965.0,13.04,5.3318,1.2705,0.0808,7933.0,5289.0,27.0,4.1839,2.0,205230,13222.0
684,KOTAKBANK,Mar 2018,24.9,-4141.0,12.4,4.9485,1.2271,0.0744,-15867.0,5475.0,33.0,5.2978,2.0,249840,-10392.0
685,KOTAKBANK,Mar 2019,24.15,-5114.0,12.47,5.0495,1.2225,0.0755,-1501.0,3323.0,38.0,6.0567,2.0,291763,1822.0
686,KOTAKBANK,Mar 2020,25.67,-5005.0,12.9,4.8993,1.3357,0.0755,33551.0,13068.0,45.0,6.9631,0.0,326477,46619.0
687,KOTAKBANK,Mar 2021,30.44,-9958.0,11.85,3.8785,1.2626,0.0685,-6291.0,11172.0,50.0,8.5105,2.0,327110,4881.0
688,KOTAKBANK,Mar 2022,35.83,-8512.0,12.51,3.7837,1.2299,0.0617,-2595.0,10903.0,61.0,9.7445,2.0,365747,8308.0
689,KOTAKBANK,Mar 2023,35.41,-5746.0,13.35,3.7456,1.2878,0.0679,-11623.0,10381.0,75.0,11.2602,2.0,418807,-1242.0
690,KOTAKBANK,Mar 2024,32.39,-13382.0,14.01,4.0037,1.2364,0.0733,6766.0,8919.0,92.0,13.0757,2.0,520374,15685.0
705,LODHA,Mar 2024,15.06,26.0,8.9,0.4407,5.6286,0.2186,-435.0,2947.0,16.0,1.7574,,7698,2512.0
719,LTIM,Mar 2014,20.24,23.0,61.86000000000001,0.0683,44.0,1.8455,808.0,180.0,309.0,10.0625,55.0,110,628.0
720,LTIM,Mar 2015,15.45,20.0,37.96,0.1076,110.4,1.6716,539.0,103.0,238.0,12.6625,63.0,218,642.0
723,LTIM,Mar 2018,15.22,16.0,28.81,0.0,100.8125,1.3689,392.0,452.0,65.0,22.7059,33.0,0,844.0
724,LTIM,Mar 2019,16.05,20.0,30.98,0.0,198.6364,1.4175,646.0,749.0,87.0,28.7824,32.0,0,1395.0
726,LTIM,Mar 2021,15.67,22.0,26.53,0.1093,37.962,1.1554,743.0,1657.0,111.0,40.5778,36.0,798,2400.0
727,LTIM,Mar 2022,15.13,20.0,27.65,0.0181,48.9024,1.2692,1608.0,1643.0,225.0,47.6267,41.0,258,3251.0
769,NAUKRI,Mar 2016,15.78,12.0,7.649999999999999,0.0006,67.3333,0.3886,76.0,2.0,11.0,1.2752,27.0,1,78.0
771,NAUKRI,Mar 2018,50.71,22.0,24.5,0.0005,124.0,0.3806,104.0,149.0,42.0,1.6762,13.0,1,253.0
772,NAUKRI,Mar 2019,51.43,1.0,23.28,0.0004,106.5714,0.3609,217.0,59.0,49.0,2.0844,12.0,1,276.0
774,NAUKRI,Mar 2021,125.71,7.0,26.28,0.012,150.7273,0.1793,-1767.0,2043.0,110.0,4.1829,7.0,65,276.0
775,NAUKRI,Mar 2022,810.6999999999999,28.0,74.71,0.0037,1296.0,0.0776,-470.0,1177.0,991.0,13.3659,1.0,64,707.0
777,NAUKRI,Mar 2024,23.46,28.0,1.97,0.0081,28.9714,0.0703,-150.0,852.0,44.0,23.4589,49.0,246,702.0
784,NESTLEIND,Dec 2019,15.91,24.0,102.61,0.0985,24.5969,1.7244,2378.0,83.0,20.0,1.9979,168.0,189,2295.0
785,NESTLEIND,Dec 2020,15.6,24.0,103.12,0.0728,20.4146,1.6899,2133.0,321.0,22.0,2.1031,93.0,147,2454.0
788,NESTLEIND,Dec 2023,15.68,23.0,121.96,0.1102,38.5462,2.1301,2465.0,927.0,31.0,2.5615,56.0,271,3392.0
789,NESTLEIND,Mar 2024,16.12,24.0,117.75,0.1033,41.1862,2.3182,2938.0,1237.0,41.0,3.4792,79.0,345,4175.0
802,NTPC,Mar 2013,17.6,25.0,15.49,0.8668,9.2035,0.4,-337.0,16845.0,13.0,0.9853,38.0,70419,16508.0
815,ONGC,Mar 2014,15.31,28.0,15.49,0.2853,90.2244,0.5358,-10363.0,63633.0,21.0,4.0241,31.0,49113,53270.0
826,PFC,Mar 2013,25.63,35.0,18.74,5.8899,0.5456,0.1023,-25080.0,22.0,13.0,1.7939,21.0,139473,-25102.0
827,PFC,Mar 2014,25.52,36.0,19.85,5.785,0.5845,0.1102,-22464.0,9.0,17.0,2.085,22.0,159215,-22473.0
828,PFC,Mar 2015,24.03,34.0,18.52,5.7942,0.547,0.1092,-21946.0,491.0,18.0,2.4554,20.0,187795,-21455.0
829,PFC,Mar 2016,22.2,33.0,17.16,5.5696,0.5515,0.1127,-15271.0,1973.0,19.0,2.7294,30.0,200660,-13298.0
831,PFC,Mar 2018,18.09,24.0,22.08,11.0747,0.3894,0.0931,-55739.0,1409.0,20.0,1.5089,31.0,441151,-57148.0
832,PFC,Mar 2019,23.36,33.0,26.82,11.449,0.5163,0.086,-93715.0,13463.0,30.0,1.7849,0.0,539488,-80252.0
833,PFC,Mar 2020,15.24,23.0,19.18,12.0761,0.3456,0.0895,-42221.0,73.0,22.0,1.8712,35.0,596561,-42148.0
834,PFC,Mar 2021,21.93,28.0,25.86,10.8559,0.4457,0.0924,-57402.0,1741.0,36.0,2.3018,22.0,659682,-59143.0
835,PFC,Mar 2022,24.61,31.0,26.18,9.2147,0.5238,0.0964,4357.0,547.0,42.0,2.715,23.0,660476,4904.0
836,PFC,Mar 2023,27.26,34.0,25.17,8.9256,0.5646,0.0867,-76411.0,1694.0,48.0,3.1878,22.0,751158,-74717.0
837,PFC,Mar 2024,28.92,37.0,26.16,8.5219,0.5804,0.0881,-101229.0,3409.0,60.0,3.0651,23.0,861961,-97820.0
841,PIDILITIND,Mar 2016,15.05,22.0,30.59,0.0303,96.4615,1.4435,416.0,491.0,16.0,5.1725,26.0,80,907.0
842,PIDILITIND,Mar 2017,15.36,22.0,24.86,0.0282,98.3571,1.1776,-85.0,879.0,17.0,6.8059,28.0,98,794.0
843,PIDILITIND,Mar 2018,15.89,22.0,27.03,0.035,93.375,1.1691,835.0,39.0,19.0,7.0078,32.0,125,796.0
845,PIDILITIND,Mar 2020,15.38,22.0,25.18,0.0646,49.2059,1.1182,1383.0,103.0,22.0,8.7373,32.0,288,1280.0
846,PIDILITIND,Mar 2021,15.44,23.0,20.13,0.0592,47.5676,0.8274,-296.0,1688.0,22.0,10.9667,38.0,331,1392.0
922,POWERGRID,Mar 2019,28.62,77.0,16.98,2.4772,3.2534,0.1417,4544.0,18727.0,11.0,1.1294,43.0,146376,23271.0
923,POWERGRID,Mar 2019,28.62,77.0,16.98,2.4772,3.2534,0.1417,4544.0,18727.0,11.0,1.1294,43.0,146376,23271.0
924,POWERGRID,Mar 2020,29.3,87.0,17.09,2.2918,3.755,0.1471,20006.0,10733.0,12.0,1.2365,47.0,148270,30739.0
925,POWERGRID,Mar 2020,29.3,87.0,17.09,2.2918,3.755,0.1471,20006.0,10733.0,12.0,1.2365,47.0,148270,30739.0
926,POWERGRID,Mar 2021,30.36,88.0,17.21,2.048,4.3854,0.155,20159.0,9244.0,13.0,1.3367,52.0,143232,29403.0
927,POWERGRID,Mar 2021,30.36,88.0,17.21,2.048,4.3854,0.155,20159.0,9244.0,13.0,1.3367,52.0,143232,29403.0
928,POWERGRID,Mar 2022,40.42,86.0,22.07,1.7666,5.0421,0.1659,26877.0,753.0,18.0,1.0931,61.0,134696,26124.0
929,POWERGRID,Mar 2022,40.42,86.0,22.07,1.7666,5.0421,0.1659,26877.0,753.0,18.0,1.0931,61.0,134696,26124.0
930,POWERGRID,Mar 2023,33.81,87.0,18.57,1.5487,4.2214,0.1808,33065.0,7138.0,17.0,1.1903,67.0,128584,40203.0
931,POWERGRID,Mar 2023,33.81,87.0,18.57,1.5487,4.2214,0.1808,33065.0,7138.0,17.0,1.1903,67.0,128584,40203.0
932,POWERGRID,Mar 2024,33.97,87.0,17.87,1.4173,4.603,0.1828,24176.0,13114.0,17.0,0.937,67.0,123516,37290.0
933,POWERGRID,Mar 2024,33.97,87.0,17.87,1.4173,4.603,0.1828,24176.0,13114.0,17.0,0.937,67.0,123516,37290.0
934,RECLTD,Mar 2013,28.11,97.0,21.87,6.1473,1.6422,0.1044,-19907.0,152.0,15.0,1.7761,21.0,107762,-20059.0
935,RECLTD,Mar 2014,27.53,97.0,22.79,6.0651,1.6598,0.1126,-17108.0,136.0,18.0,2.1077,20.0,126173,-17244.0
936,RECLTD,Mar 2015,26.01,94.0,21.31,6.0218,1.6386,0.112,-23747.0,151.0,20.0,2.5402,20.0,150979,-23898.0
937,RECLTD,Mar 2016,23.59,93.0,19.7,5.8565,1.5718,0.1166,-14034.0,756.0,22.0,2.9274,30.0,169212,-13278.0
938,RECLTD,Mar 2017,25.94,92.0,18.75,4.9851,1.6694,0.1158,6704.0,101.0,24.0,1.7049,30.0,167852,6805.0
939,RECLTD,Mar 2018,19.64,85.0,13.66,6.2712,1.4473,0.0935,-32464.0,46.0,17.0,1.65,41.0,204367,-32510.0
940,RECLTD,Mar 2019,22.6,93.0,16.62,7.0703,1.5179,0.0851,-35409.0,457.0,22.0,1.7492,38.0,244249,-35866.0
941,RECLTD,Mar 2020,16.61,87.0,14.05,8.0879,1.3708,0.0863,-32591.0,121.0,19.0,1.7923,44.0,286289,-32712.0
942,RECLTD,Mar 2021,23.56,91.0,19.14,7.5341,1.5022,0.0887,-42651.0,861.0,32.0,2.2159,30.0,329723,-43512.0
943,RECLTD,Mar 2022,25.55,88.0,19.56,6.4903,1.5646,0.0956,-1106.0,287.0,38.0,2.5982,30.0,333043,-819.0
944,RECLTD,Mar 2023,28.28,95.0,19.21,6.5518,1.5867,0.0848,-38303.0,943.0,42.0,2.2074,30.0,380790,-37360.0
945,RECLTD,Mar 2024,29.77,101.0,20.4,6.4249,1.6005,0.0867,-59554.0,1831.0,54.0,2.6339,30.0,445568,-57723.0
970,SHREECEM,Jun 2013,18.53,29.0,26.12,0.3351,9.057,0.8795,990.0,270.0,288.0,10.9829,7.0,1288,1260.0
973,SHREECEM,Mar 2017,15.58,29.0,17.39,0.168,22.2868,0.7697,154.0,2048.0,384.0,21.9943,36.0,1293,2202.0
977,SHREECEM,Mar 2021,17.23,30.0,15.18,0.1448,17.996,0.6303,1603.0,2651.0,646.0,42.7694,9.0,2230,4254.0
981,SHRIRAMFIN,Mar 2013,20.87,31.0,19.94,4.5497,0.707,0.1483,-8400.0,41.0,12.0,3.2326,11.0,33386,-8359.0
982,SHRIRAMFIN,Mar 2014,16.02,24.0,15.96,4.5394,0.4732,0.162,-4167.0,112.0,11.0,3.7489,12.0,38630,-4055.0
986,SHRIRAMFIN,Mar 2018,18.88,28.0,18.62,5.9993,0.6135,0.1387,-13056.0,86.0,20.0,6.0308,10.0,82131,-13142.0
987,SHRIRAMFIN,Mar 2019,16.58,24.0,16.14,5.5074,0.5052,0.1474,-5611.0,76.0,20.0,7.0322,11.0,87914,-5535.0
988,SHRIRAMFIN,Mar 2020,15.17,22.0,13.85,5.2219,0.4305,0.1449,-2519.0,55.0,20.0,7.9921,5.0,94735,-2464.0
991,SHRIRAMFIN,Mar 2023,19.74,29.0,13.84,3.7737,0.6788,0.1448,-12549.0,5076.0,32.0,11.6342,22.0,164202,-17625.0
992,SHRIRAMFIN,Mar 2024,20.33,29.0,15.12,3.994,0.6767,0.1466,-31359.0,258.0,39.0,13.0178,23.0,195496,-31101.0
996,SIEMENS,Sep 2016,26.89,9.0,42.83,0.0037,379.7273,0.9041,750.0,237.0,82.0,9.5817,41.0,25,513.0
1005,SUNPHARMA,Mar 2013,31.17,43.0,23.14,0.0173,109.1628,0.5463,982.0,2375.0,14.0,14.4135,9.0,260,3357.0
1006,SUNPHARMA,Mar 2014,24.12,44.0,20.94,0.1382,114.4318,0.5527,1783.0,2176.0,15.0,8.9493,10.0,2561,3959.0
1007,SUNPHARMA,Mar 2015,19.99,29.0,21.36,0.3509,14.1226,0.5622,4114.0,1502.0,22.0,12.3855,14.0,8996,5616.0
1008,SUNPHARMA,Mar 2016,19.86,29.0,17.15,0.2576,15.5488,0.5139,2737.0,3949.0,19.0,13.6859,5.0,8497,6686.0
1009,SUNPHARMA,Mar 2017,24.85,32.0,21.41,0.2683,26.78,0.5169,2896.0,4186.0,29.0,15.2667,12.0,9832,7082.0
1015,SUNPHARMA,Mar 2023,19.4,27.0,15.2,0.123,70.4012,0.5437,-2261.0,7220.0,35.0,23.3313,33.0,6886,4959.0
1016,SUNPHARMA,Mar 2024,19.82,28.0,15.09,0.0514,58.3319,0.5685,11372.0,763.0,40.0,26.5279,34.0,3274,12135.0
1062,TATASTEEL,Mar 2022,17.11,26.0,36.48,0.6603,11.862,0.8638,33476.0,10905.0,33.0,9.3729,16.0,75561,44381.0
1065,TCS,Mar 2013,22.35,29.0,36.52,0.0086,400.375,1.2129,5577.0,6038.0,36.0,19.6663,31.0,332,11615.0
1066,TCS,Mar 2014,23.63,31.0,39.3,0.006,686.9231,1.2242,5299.0,9452.0,49.0,25.0995,33.0,297,14751.0
1067,TCS,Mar 2015,21.19,26.0,39.62,0.0071,271.1731,1.2909,17562.0,1807.0,51.0,25.8342,78.0,358,19369.0
1068,TCS,Mar 2016,22.4,28.0,34.23999999999999,0.0034,1023.0606,1.2305,14099.0,5010.0,62.0,36.0772,35.0,245,19109.0
1069,TCS,Mar 2017,22.34,27.0,30.57,0.0034,1141.625,1.1528,8328.0,16895.0,67.0,43.7635,35.0,289,25223.0
1070,TCS,Mar 2018,21.02,26.0,30.4,0.0029,695.3462,1.171,28171.0,3104.0,67.0,44.5696,37.0,247,25067.0
1071,TCS,Mar 2019,21.55,27.0,35.29,0.0007,221.298,1.2859,30238.0,1645.0,84.0,23.8523,36.0,62,28593.0
1072,TCS,Mar 2020,20.67,27.0,38.57,0.0972,50.5422,1.3065,41337.0,8968.0,86.0,22.4336,85.0,8174,32369.0
1073,TCS,Mar 2021,19.83,28.0,37.66999999999999,0.0902,76.0785,1.263,30846.0,7956.0,88.0,23.3603,43.0,7795,38802.0
1074,TCS,Mar 2022,20.05,28.0,43.13,0.0877,72.7997,1.3607,39211.0,738.0,105.0,24.3549,41.0,7818,39949.0
1075,TCS,Mar 2023,18.76,26.0,46.78,0.085,80.4981,1.5782,42513.0,548.0,115.0,24.706,100.0,7688,41965.0
1076,TCS,Mar 2024,19.14,27.0,50.94,0.0886,87.0951,1.6559,50429.0,6091.0,127.0,24.997,58.0,8021,44338.0
1077,TECHM,Mar 2013,19.02,21.0,24.09,0.2543,12.4369,0.765,233.0,622.0,25.0,4.2391,5.0,1380,855.0
1078,TECHM,Mar 2013,19.02,21.0,24.09,0.2543,12.4369,0.765,233.0,622.0,25.0,4.2391,5.0,1380,855.0
1079,TECHM,Mar 2014,16.29,22.0,33.35,0.0395,55.2,1.1795,1887.0,291.0,32.0,3.9239,15.0,363,1596.0
1080,TECHM,Mar 2014,16.29,22.0,33.35,0.0395,55.2,1.1795,1887.0,291.0,32.0,3.9239,15.0,363,1596.0
1114,TORNTPHARM,Mar 2014,15.92,23.0,34.89,0.5949,16.7627,0.8307,181.0,418.0,20.0,2.2388,25.0,1132,599.0
1115,TORNTPHARM,Mar 2015,16.2,22.0,30.15,1.1,7.4629,0.5928,-1303.0,2113.0,22.0,2.9306,25.0,2740,810.0
1116,TORNTPHARM,Mar 2016,25.92,41.0,49.6,0.6732,15.0272,0.7525,1873.0,869.0,51.0,4.1106,34.0,2352,2742.0
1117,TORNTPHARM,Mar 2017,16.06,24.0,21.47,0.5769,7.767,0.6058,211.0,798.0,28.0,5.1188,25.0,2510,1009.0
1121,TORNTPHARM,Mar 2021,15.64,31.0,21.45,0.8349,7.187,0.5687,1561.0,444.0,37.0,6.8682,47.0,4874,2005.0
1124,TORNTPHARM,Mar 2024,15.44,31.0,24.15,0.5866,9.9266,0.7396,3106.0,160.0,49.0,4.0568,57.0,4022,3266.0
